External ID,Name,Product Type,Internal Reference,Barcode,Sales Price,Cost,Weight,Sales Description,categ_id,website_published,public_categ_ids,Descripcion_cliente,Clave_cliente,Similitud
7500464241351,caja decorada navideã‘a santa rock 7,Bienes,14111601.0,7500464241351,975.0,860.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.048
7500464241368,caja decorada navidad unicornio 7,Bienes,14111601.0,7500464241368,1950.0,1700.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.063
7500464241382,caja decorada navideã‘a copos y pinos 7,Bienes,14111601.0,7500464241382,2100.0,2010.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.047
7500464241399,caja decorada navideã‘a esferas colores 7,Bienes,14111601.0,7500464241399,885.0,876.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.062
7500464241405,caja decorada navideã‘a pino esferas 7,Bienes,14111601.0,7500464241405,2250.0,2000.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.056
7500464241412,caja decorada navideã‘a cactus 7,Bienes,14111601.0,7500464241412,850.0,800.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.045
7500464241429,caja decorada navideã‘a pino oro 7,Bienes,14111601.0,7500464241429,12.5,18.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.052
7500464241498,caja decorada navidad esferas negro y oro 10,Bienes,14111601.0,7500464241498,4.5,2.0,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,paquete individual con 6 cajas palomeras del mismo diseño 12x6x6 cm. un empaque contiene 10 paquetes,palomera,0.075
7500464242273,caja decorada navidad piã‘ata 5,Bienes,14111601.0,7500464242273,20.0,,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.05
7500464242280,caja decorada navidad piã‘ata 10,Bienes,14111601.0,7500464242280,40.0,,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.068
7500464242297,caja decorada navidad pino oro 10,Bienes,14111601.0,7500464242297,80.0,,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,paquete individual con 12 banderitas decoradas del mismo diseño de 3 cm. un empaque contiene 10 paquetes ,banderitas decorativas ,0.081
7500464244802,caja decorada navidad velas 5,Bienes,14111601.0,7500464244802,180.0,,,,CAJA / NAVIDAD,True,CAJA / NAVIDAD,paquete individual con 12 banderitas decoradas del mismo diseño de 3 cm. un empaque contiene 10 paquetes ,banderitas decorativas ,0.071
783,exhibidor promocion c/16 tarjetas c/50pzs,Bienes,56131600.0,783,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.02
907,exhibidor,Bienes,56131600.0,907,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.039
909,bolsas con logotipo una tinta,Bienes,24111503.0,909,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.029
911,tanque de helio de 6m3,Bienes,12142005.0,911,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.053
913,globos,Bienes,60141001.0,913,,,,,GLOBOS,True,GLOBOS,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.0
929,decoracion de evento,Bienes,1010101.0,929,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.042
971,invitacion todo color c/10 pzas,Bienes,14111611.0,971,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.023
973,mueble exhibidor capacidad 140 cajas,Bienes,56131600.0,973,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.062
1031,"globos metalicos 40"" en forma de numeros",Bienes,60141001.0,1031,,,,,GLOBOS,True,GLOBOS,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.013
1041,productos para animacion de fiestas,Bienes,,1041,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.023
1090,etiqueta bopp transparente con laminado 2.875'' x 10.875'' 1.5 lts,Bienes,55121606.0,1090,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.04
1098,material para papelerias,Bienes,14111601.0,1098,,,,,,True,,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.03
1099,globo metalico 40'' forma 4,Bienes,60141001.0,1099,,,,,GLOBOS,True,GLOBOS,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.007
1100,globo metalico 40'' forma 7,Bienes,60141001.0,1100,,,,,GLOBOS,True,GLOBOS,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.007
1101,globo metalico 40'' forma 8,Bienes,60141001.0,1101,,,,,GLOBOS,True,GLOBOS,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.007
1102,globo metalico 16'' forma o,Bienes,60141001.0,1102,,,,,GLOBOS,True,GLOBOS,SIN_COINCIDENCIA,SIN_COINCIDENCIA,0.007
